Spinach Dip,"[""1 cup mayonnaise"", ""1 cup sour cream"", ""1 (1 ounce) envelope ranch dressing mix"", ""1 (10 ounce) package of chopped spinach, thawed and drained well""]","[""Mix all ingredients and chill.""]","[""mayonnaise"", ""sour cream"", ""ranch dressing"", ""spinach""]"
Mom'S Scalloped Potatoes,"[""2 lbs potatoes"", ""3 tablespoons butter"", ""3 tablespoons flour"", ""2 1/2 cups milk"", ""1/4 cup onion""]","[""Thinly slice potatoes, cover with cold water and set aside."", ""In medium saucepan, melt butter. Stir in flour until no lumps remain, add milk and whisk until combined."", ""Cook milk and flour mixture until thick enough to coat the back of a spoon."", ""Grease a 2 qt casserole dish."", ""layer 1/3 sliced potatoes."", ""1/2 of onion."", ""1/3 white sauce."", ""Repeat layers, finishing up with potatoes and sauce."", ""Dot with butter."", ""Cover and bake 30 minutes at 350 degrees."", ""Uncover and back an additional 1 hour.""]","[""potatoes"", ""butter"", ""flour"", ""milk"", ""onion""]"
Cheesy Drop Biscuits,"[""2 cups self-rising flour"", ""1 cup butter, melted"", ""1 cup sour cream"", ""1 cup shredded cheddar cheese (I prefer sharp cheddar or pepper jack, 4 ounces)""]","[""Preheat oven to 350 F."", ""Combine all ingredients, in a large bowl, until just blended."", ""Drop by rounded tablespoonfulls onto lightly greased baking sheet."", ""Bake for 20-25 minutes or until golden brown."", ""Now grab that bowl of chili, soup, or stew and enjoy!""]","[""flour"", ""butter"", ""sour cream"", ""cheddar cheese""]"
Cheddar Chicken And Potatoes,"[""4 slices bacon"", ""4 boneless chicken breasts"", ""4 cups frozen diced potatoes (with peppers and onions)"", ""1 cup cheddar cheese""]","[""Cook bacon on medium heat 5 minutes or until crisp. Remove to a paper towel to drain and discard bacon drippings."", ""Add chicken to skillet; cook 5 minutes on each side or until done(juices run clear). Remove chicken from skillet and cover to keep warm."", ""Crumble bacon and add to skillet with potatoes. Cook and stir 5 minutes or until heated through."", ""Place chicken over potatoes; top with cheese; cover and cook 2 minutes or until cheese is melted.""]","[""bacon"", ""chicken breasts"", ""potatoes"", ""cheddar cheese""]"
Egg In The Nest,"[""1 slice bread"", ""1 large egg"", ""2 slices bacon""]","[""Fry the bacon in your skillet."", ""Meanwhile cut or tear out a circle"", ""(I use a biscuit cutter) in the center of the bread. When the bacon is."", ""done remove it from the pan and place the bread in the pan."", ""Crack the egg into the hole you created in the bread. Place the cut out portion in the pan to toast."", ""Fry egg to your liking, turn over the cut out portion to brown the other side."", ""The egg and bread can either be turned for a few seconds or left as sunny side up."", ""Serve with the bacon."", ""For some reason kids love this simple breakfast -- might be the name.""]","[""bread"", ""egg"", ""bacon""]"
Quick Cream Cheese Pastry (Tart Shells),"[""1/2 cup butter, softened"", ""1/2 cup cream cheese, softened"", ""1 cup all-purpose flour""]","[""Beat butter and cream cheese in a bowl until smooth. Add flour; beat just until a soft dough forms. Form into a ball and wrap in plastic wrap; chill for 1 hour or overnight."", ""Preheat oven to 425 degrees F/220\u00b0C."", ""Shape dough into 1\""/2.5 cm balls. Place each ball of dough into cups of mini muffin pan. Dip Mini-Tart Shaper into flour; press into dough to form tart shells. Pierce shells with a fork. (If you don't have a Mini-Tart shaper just use your fingers and form into shells)."", ""Bake 10-12 minutes or until light golden brown. Cool in pan for 5 minutes; carefully remove tart shells from pan. Cool completely. Fill as desired.""]","[""butter"", ""cream cheese"", ""flour""]"
Breakfast Bird'S Nest,"[""1 large egg"", ""1 slice bread (your favorite)"", ""2 teaspoons butter""]","[""Lay bread on the counter or a plate."", ""Using a wide topped glass, cut a circle out of the center of the bread."", ""Over medium heat, melt 1 tsp butter in a non-stick skillet."", ""When heated, lay both pieces of bread (the circle and the piece with the hole) in pan and reduce heat to low-medium."", ""When bread is very lightly browned on the bottom, drop 1 tsp butter into the hole."", ""When melted, crack the egg over the hole and allow egg to drop into and fill the hole."", ""Cook for 1- 2 minutes and then flip the bread with the egg and the bread circle over."", ""Cook for about 2- 3 minutes, until bread is lightly browned and egg is set."", ""Serve egg with the toasted bread circle for dipping.""]","[""egg"", ""bread"", ""butter""]"
Diced Potatoes In Soy Sauce,"[""3 tablespoons butter or 3 tablespoons margarine"", ""1 1/2 lbs thin-skinned potatoes, scrubbed and cut into 1/2 inch cubes"", ""2 tablespoons soy sauce""]","[""Heat oven to 450."", ""Place butter in a 13x9 or 10x15 rimmed baking pan; set pan in oven until butter is melted."", ""Add potatoes to pan and stir to coat with butter."", ""Bake stirring occasionally, until potatoes are tender when pierced (about 20 minutes)."", ""Add soy sauce to potatoes and stir to coat."", ""Continue to bake until potatoes look dry (about 10 more minutes)."", ""Good served with beef roast or steak.""]","[""butter"", ""potatoes"", ""soy sauce""]"
Baby Food - Carrot And Rice,"[""2 tablespoons rice"", ""2 carrots"", ""1 teaspoon butter""]","[""Simmer in water until rice is very soft."", ""Remove and add butter."", ""Blend or mash accordind to your baby's age.""]","[""rice"", ""carrots"", ""butter""]"
"Vegan Dlt (Dulse, Lettuce, And Tomato) Sandwiches","[""4 slices whole-grain bread"", ""4 tablespoons vegan mayonnaise (vegenaise)"", ""1/2 cup dulse seaweed"", ""1 tomatoes"", ""1/2 cup lettuce""]","[""Dry fry the dulse in a skillet over medium heat for a few minutes, until the leaves turn greenish (black=burnt). Let cool."", ""Meanwhile, toast bread (if desired) and slice tomato. Spread bread with vegenaise. Top with dulse, lettuce, and tomato. If desired, season with salt and pepper.""]","[""bread"", ""mayonnaise"", ""tomatoes""]"
Empanada Dough,"[""1/2 cup butter, softened"", ""1 (4 ounce) package cream cheese, softened"", ""1 cup sifted all-purpose flour""]","[""DAY BEFORE:"", ""Cream butter and cream cheese together until smoothly blended."", ""Beat in the flour."", ""Shape dough into a smooth ball; wrap in foil or cling wrap, and refrigerate overnight or up to a week."", ""AT BAKING TIME:"", ""Remove dough from refrigerator 30 minutes before using."", ""Start heating oven to 375 degrees Fahrenheit."", ""Roll chilled dough thin."", ""Cut with 3 or 4 inch round cookie cutter."", ""Place small spoonful of filling in center of each round, moisten edges with water."", ""Fold round over and press edges together."", ""Bake on ungreased cookie sheet 15 to 20 minutes.""]","[""butter"", ""cream cheese"", ""flour""]"
Chicken Cheddar & Garlic Biscuits!,"[""5 cups all-purpose flour or 5 cups buttermilk biscuit mix"", ""1 cup cheddar cheese, shredded"", ""1 (14 ounce) can chicken broth with roasted garlic""]","[""Heat oven to 450\u00b0F."", ""Mix together flour or biscuit mix, cheese and the broth."", ""Form into softened dough."", ""Drop dough by large spoonfuls upon ungreased baking sheets."", ""Bake 10 minutes or until golden."", ""Serve warm, enjoy!""]","[""flour"", ""cheddar cheese"", ""chicken broth""]"
3 Ingredient Garlic Bread,"[""1/2 cup butter, melted"", ""4 garlic cloves, minced"", ""1 loaf French bread, halved lengthwise""]","[""In small bowl, combine butter and garlic."", ""Brush on cut sides of bread."", ""Place on baking sheet."", ""Bake at 375\u00b0 for 8 minutes."", ""Broil for 2 minutes to brown."", ""Cut into thick slices.""]","[""butter"", ""garlic"", ""bread""]"
Three Layer Mexican Dip,"[""1/2 cup salsa"", ""1/2 cup sour cream"", ""1 cup grated cheddar cheese""]","[""Heat oven to to 200C."", ""In an ovenproof dish layer the salsa first, sour cream and then top with the cheese."", ""Bake for 10 mins until cheese is gooey.""]","[""salsa"", ""sour cream"", ""cheddar cheese""]"
Dad'S Perfect Grilled Cheese Sandwiches,"[""2 2 pieces sourdough bread or 2 pieces potato bread"", ""3 slices cheddar cheese (Tillamook or your favorite, but Tillamook is so darned good! Real Cheddar from England would be acc)"", ""2 tablespoons butter""]","[""Cut the slices of cheddar cheese; not too thick, but not skimpy, either; cut one slice in half."", ""Take the two slices of bread and generously butter each of them on one side."", ""Heat up a cast iron skillet over medium heat."", ""Get yourself the cover from a Revereware saucepan, or another cover of about the same size."", ""Place one of the slices of bread, butter side down, in the hot skillet."", ""Spread 2 and a half slices of cheese on the bread, then cover it butter-side-up with the other slice of bread; eat the extra, unused half of the cheese slice."", ""Push the bread down a little with the metal spatula, then cover the whole thing up with the saucepan lid (the idea is to heat the air up underneath the lid and melt the cheese faster as you're also browning the bread)."", ""Uncover every minute and check the cooking bread color- you want it golden, not burnt (no matter what Mom says - she likes 'em black for some reason)."", ""When it's to the color you like, carefully flip the sandwich over, press down on it with the spatula to squish the bread and cheese together, and re-cover with the saucepan to continue melting the cheese."", ""After about 3-5 minutes of slow cooking, you'll have a wonderfully golden, melty, gooey grilled cheese sandwich!""]","[""bread"", ""cheddar cheese"", ""butter""]"
Cheesy Bacon Ranch Pasta Salad,"[""1 (20 ounce) package cheese tortellini"", ""1 lb bacon"", ""1 pint cherry tomatoes"", ""1 (8 ounce) package cheddar cheese, shredded"", ""1 cup ranch dressing (more may be used according to personal preference)""]","[""Slice bacon into thin strips (1/2 - 1 inches in width). Separate slices and place into a preheated frying pan."", ""While bacon is browning, prepare the tortellini's according to the package's directions. When the tortellini's are fully cooked, run under cool water, drain, and set aside to cool."", ""When the bacon is fully cooked, carefully drain the grease and spread the bacon pieces onto paper towels to remove excess grease. Set aside to cool."", ""Slice the tomatoes in half."", ""In a large bowl, combine the tortellini's, bacon, tomatoes, cheese and ranch dressing. Stir to combine."", ""Cover and refrigerate at least one hour, but as much as 2 days."", ""When ready to serve, you may add the extra ranch dressing if you wish.""]","[""bacon"", ""tomatoes"", ""cheddar cheese"", ""ranch dressing""]"
White Sauce Mix,"[""2 cups dry milk"", ""1 cup flour"", ""1 cup butter""]","[""Combine with pastry blender until it is the consistency of coarse corn meal."", ""Store in airtight jars in refrigerator."", ""Makes about 2 quarts medium sauce."", ""TO USE:"", ""Measure mix into sauce pan; add water and cook until thickened, adding seasonings as desired."", ""For each 1 cup water, use:"", ""Thin sauce: 1/4 c mix."", ""Medium sauce: 1/2 c mix."", ""Thick sauce: 3/4 c mix.""]","[""milk"", ""flour"", ""butter""]"
Cheesy Scrambled Eggs,"[""1 -6 egg (Depending on your preference)"", ""2 slices cheddar cheese"", ""1 tablespoon butter""]","[""Slice the cheese into tiny squares."", ""Crack the eggs into a bowl and mash them up with a fork."", ""(Be sure to wash the fork to prevent raw egg poisoning.) Put the butter on a pan on a stove-top set on high."", ""Let it melt and move it around until it covers the entire pan."", ""Pour the cheese and the eggs into the pan, and using a fork or something else, spread the eggs around, never letting them stay in one space too long."", ""Take the eggs out when you desire according to wether you like them hard or soft."", ""Enjoy.""]","[""egg"", ""cheddar cheese"", ""butter""]"
Mayonnaise Biscuits,"[""2 cups self-rising flour"", ""1 cup milk"", ""4 tablespoons mayonnaise""]","[""Preheat the oven to 350 degrees."", ""Lightly grease a muffin tin."", ""Combine all ingredients well so that the dough is smooth."", ""Drop the dough by spoonfuls into the muffin tins."", ""Bake in the preheated oven approx."", ""30 minutes or until biscuits are done.""]","[""flour"", ""milk"", ""mayonnaise""]"
Refrigerator Biscuits,"[""1 (8 ounce) package cream cheese, softened"", ""1/2 cup butter"", ""1 cup self-rising flour""]","[""Beat the cream cheese and butter until creamy. Gradually, add the flour, beating at low speed just until blended."", ""Cover and refrigerate up to three days."", ""TO BAKE: Preheat the oven to 400 degrees. Lightly spray a muffin tin and fill with 2/3 full. Bake 17 minutes or until golden.""]","[""cream cheese"", ""butter"", ""flour""]"
Slow Cooker Ranch Mushrooms,"[""1 lb fresh mushrooms (cremini or white button mushrooms)"", ""1/2 cup butter, melted"", ""1 (1 ounce) envelope ranch dressing mix""]","[""Put mushrooms in a crock pot."", ""Mix melted butter with ranch dressing mix. Pour over the mushrooms & cook on low 3 to 4 hours."", ""The ranch and butter mixture will look like it will not coat all the mushrooms at first. Let them cook a little and the mushrooms will give off some juice. If not, add just a little water. Enjoy!""]","[""mushrooms"", ""butter"", ""ranch dressing""]"
Simple Scalloped Potatoes,"[""6 -7 large idaho potatoes"", ""1 medium onion, chopped to preference"", ""1/2 cup butter or 1/2 cup margarine"", ""1 cup of preferred milk""]","[""Preheat oven to 400\u00b0."", ""Peel skin off potatoes."", ""Slice potatoes into thin potato chip like pieces."", ""Layer potatoes at bottom of small casserole baking dish until bottom of dish is covered."", ""Sprinkle with chopped onion."", ""Cut butter into thin slices and lay about five slices (spread out) over the onion and potatoes."", ""Repeat last three steps and continue layering potatoes, onion and butter until 3/4 of dish is full."", ""Add a cup of milk."", ""Bake at 400\u00b0F for approx 45 minute or until potatoes are tender and desired brownness.""]","[""potatoes"", ""onion"", ""butter"", ""milk""]"
Super Easy Microwave Cheese Sauce For Lasagna,"[""90 g butter"", ""1/3 cup plain flour"", ""1 3/4 cups milk"", ""225 g cheddar cheese, grated (or use the whole 250g block)""]","[""Melt butter for 40 secs on high."", ""Stir in flour & cook for 1 min on high."", ""Gradually stir in milk."", ""Cook for 4-6 mins on high, stirring every minute."", ""Stir in cheese.""]","[""butter"", ""flour"", ""milk"", ""cheddar cheese""]"
Cucumber Nachos,"[""1 cup salsa"", ""1 cucumber"", ""1/2 cup fat-free cheddar cheese, shredded"", ""1/2 cup fat free sour cream""]","[""Put the salsa in a strainer to remove some of the liquid."", ""Peel and slice the cucumber."", ""Put the slices of cucumber into the bottom of a 9x13 pan, without overlapping."", ""Discard the extra salsa liquid."", ""Put about 1 teaspoons of salsa on each cucumber slice."", ""Sprinkle the tops of the cucumbers with the cheese."", ""Put about 1 teaspoons of sour cream on top of each slice."", ""Serve cold.""]","[""salsa"", ""cucumber"", ""cheddar cheese"", ""sour cream""]"
Sun-Dried Tomato Dip,"[""8 ounces cream cheese, softened"", ""12 -15 sun-dried tomatoes packed in oil, drained reserving 1 T oil"", ""2 -3 garlic cloves""]","[""Put the cream cheese, tomatoes, garlic and 1 T oil in a blender."", ""Process just until the ingredients are blended, but not creamy as there should still be some small pieces of sun-dried tomatoes in the dip."", ""Serve with assorted vegetables, chips, crackers or seafood.""]","[""cream cheese"", ""tomatoes"", ""garlic""]"
Sour Cream Muffins,"[""2 cups self-rising flour"", ""1 cup butter, melted"", ""1/2 pint sour cream""]","[""Preheat oven to 350 degrees"", ""Combine all ingredients in a bowl and spoon into 24 small or 12 large un-greased muffin tins. Bake for 20 to 30 minutes.""]","[""flour"", ""butter"", ""sour cream""]"
Paula Deen'S Sour Cream Biscuits,"[""8 ounces butter, melted"", ""2 cups self-rising flour"", ""1 cup sour cream""]","[""Preheat oven to 350\u00b0F."", ""Mix butter, flour and sour cream until JUST blended. Do Not Over mix."", ""Pour batter into muffin tins, 2/3 the way full to allow for biscuits to rise."", ""Bake for 20 minutes.""]","[""butter"", ""flour"", ""sour cream""]"
Baked Scallops With Cheddar Cheese And Applewood Smoked Bacon,"[""8 ounces premium sea scallops (Dry works best)"", ""2 ounces cheddar cheese"", ""2 ounces applewood smoked bacon, cooked"", ""1 ounce butter""]","[""Take 2 small casserole dishes and place scallops and butter in them, divide equally. Place in 450 degree oven for 8-10 min or until scallops have slightly blistered. Remove from oven and drain butter and any excess juices. Top with cooked bacon and cheese and place back in oven for 2 minutesor until cheese has melted."", ""Enjoy!""]","[""cheddar cheese"", ""bacon"", ""butter""]"
Blt Spread,"[""1 slices bacon, cooked, and crumbled (I use the cooked bacon, just a preference thing) or (3 ounce) can bacon bits (I use the cooked bacon, just a preference thing)"", ""1 cup sour cream"", ""1 cup mayonnaise"", ""3 plum tomatoes, seeded & chopped""]","[""Combine all ingredients in bowl."", ""Stir until blended."", ""Cover and refrigerate 1 hour to blend flavors."", ""(This recipe may be prepared up to 3 hours ahead of time).""]","[""bacon"", ""sour cream"", ""mayonnaise"", ""tomatoes""]"
Mayonnaise Rolls,"[""1/3 cup mayonnaise"", ""3 cups self-rising flour (MUST be self-rising)"", ""1 1/2 cups milk""]","[""Combine all the ingredients and mix well."", ""Spray a muffin pan with non-stick cooking spray and pour batter evenly into the cups."", ""Bake for 12-15 minutes at 425 F or until dough rises and turns golden brown.""]","[""mayonnaise"", ""flour"", ""milk""]"
Tart Shells,"[""1 (3 ounce) package cream cheese (softened)"", ""1/2 cup butter"", ""1 cup flour""]","[""Blend cream cheese and butter together."", ""Add flour and mix."", ""Chill for at least 30 minutes."", ""Divide into 24 balls and press into miniature muffin tins, pushing dough up the sides."", ""Spoon filling into pastry shells."", ""Bake at 325 degrees Fahrenheit for 25 minutes.""]","[""cream cheese"", ""butter"", ""flour""]"
Homemade Chicken Meal For Dogs,"[""2 chicken breasts, bone in and skin on (Can also use thighs.)"", ""1 stalk celery, thickly sliced"", ""3 carrots, peeled, thickly chopped"", ""2 potatoes, small, peeled and cubed"", ""2 cups rice, white, uncooked""]","[""Place chicken in a large pot and cover with about 5 cups of water. (An additional cup or so might become necessary during cooking process.)."", ""Bring to boil; reduce heat, cover and simmer gently for about 30 minutes. Add carrots, celery and potatoes. Cover and continue simmering for another 30 minutes, until chicken is tender."", ""Remove chicken pieces from the pot, being careful to remove all bones from the pot as well. Remove meat from bones. Discard bones and return chicken pieces to the pot. (You may either discard the fat or cut it up and return it to the pot with the chicken meat.)."", ""Stir rice into the simmering pot. Cover and allow to cook for about 20 minutes or until rice is tender and most of the liquid is absorbed."", ""Remove from heat. Stir well and let cool completely."", ""Package into meal-size portions. Freeze or refrigerate.""]","[""chicken breasts"", ""celery"", ""carrots"", ""potatoes"", ""rice""]"
Buffalo Chicken Dip,"[""3 chicken breasts, cooked & shredded"", ""3/4 cup hot sauce"", ""16 ounces cream cheese"", ""1 cup ranch dressing"", ""1 1/2 cups cheddar cheese, shredded or 1 1/2 cups Velveeta cheese, cubed""]","[""Heat chicken and hot sauce over medium heat."", ""Stir in cream cheese and ranch dressing. Continue cooking and stirring, until the cream cheese is melted."", ""Mix in the cheddar cheese (or Velveeta), heating and stirring until it is melted."", ""Set aside to cool."", ""Freezing Directions:."", ""Put dip in rigid container(s) or freezer bag(s) based on how you will serve it: single servings as a snack, or all of it in one container/bag for a group/family serving. Seal, label and freeze."", ""Serving Directions:."", ""Thaw dip in the refrigerator."", ""Heat in the microwave until hot and bubbly."", ""Serve with tortilla chips or Ritz crackers. OR for a group or party, put the warmed dip in a slow cooker on low to keep it warm.""]","[""chicken breasts"", ""hot sauce"", ""cream cheese"", ""ranch dressing"", ""cheddar cheese""]"
"Single Serving Baked Bacon, Egg And Cheese","[""1 slice bacon"", ""1 teaspoon butter, melted"", ""1 large egg"", ""1/4 slice cheddar cheese (or your favorite)""]","[""Preheat the oven to 350 degrees F."", ""If making one: Cook the bacon in a skillet over medium-high heat until browned but still flexible."", ""If making more than one: Lay out bacon on a foil and parchment-lined cookie sheet. Bake in the 350 degree F oven for 10 to 12 minutes. (You want the bacon to be cooked and flexible; not crispy.) Or cook in a skillet over medium-high heat until browned but still flexible."", ""Set up ramekins (4-ounce) or you can use a muffin tin. But if you are using the ramekins, place them on a cookie sheet. If you are using the muffin tin, put a little water in the unused muffin cups; this saves the cups from burning."", ""When bacon is done, wrap a slice around the inside of the ramekin or muffin cup."", ""Place a teaspoon of melted butter (or bacon grease) in the bottom of the ramekin or muffin cup."", ""Drop in the egg."", ""Bake in the preheated oven."", ""After about 10 to 15 minutes, place a 1/4 slice of cheese over the egg, and continue to bake until egg is cooked and the cheese is melted.""]","[""bacon"", ""butter"", ""egg"", ""cheddar cheese""]"
Latvian Bacon Crepes,"[""FOR CREPES"", ""1 cup flour"", ""1 egg"", ""1 cup milk"", ""For TOPPING"", ""1 lb bacon"", ""16 ounces sour cream"", ""butter, for frying crepe""]","[""Fry 1 lb. bacon until crispy. Remove from pan and place on paper towel to absorb grease. Do not discard grease in pan but remove from heat."", ""While bacon is frying, mix together flour, egg, and milk (add more flour or milk until batter is the consistency of syrup}."", ""Melt butter in second frying pan over medium heat. Pour thin layer of batter until bottom of pan is covered. Once top of crepe is set, flip to other side. Cook crepe until light brown."", ""Next add sour cream to pan with warm bacon grease. Spread bacon mixture over finished crepe. Roll crepe and serve immediately.""]","[""flour"", ""egg"", ""milk"", ""bacon"", ""sour cream"", ""butter""]"
Elephant Garlic Bread,"[""16 elephant garlic cloves"", ""1 loaf French bread"", ""butter""]","[""Seperate the cloves and brush off any dirt. Leaving the skins on, place the garlic on a small baking sheet and bake for 1/2 hour. Remove the garlic fromthe oven and cool slightly. The garlic will be crisp on the outside and creamy soft inside."", ""Cut through a fresh, French loaf and butter the slices. Crack open the garlic skins and squeeze out the creamy insides, spreading liberally on the bread slices."", ""Serve as an accompaniment to almost any pasta or seafood dish, or by itself!""]","[""garlic"", ""bread"", ""butter""]"
Mock Puff Pastry Dough (Made So Easy!),"[""3/4 cup flour"", ""1/2 cup butter"", ""1/4 cup sour cream""]","[""Using a food processor, pulse butter into flour until it resembles crumbs. pulse in sour cream just until a ball forms and it just begins to hold together, being careful not to over-mix."", ""Roll out and fold over in three sections (like folding a business letter). Repeat 2-3 times to get the layers of puff pastry."", ""Wrap in plastic wrap and refrigerate for a minimum of 30 minutes before using. Let sit for a few minutes or pound with rolling pin to get it pliable.""]","[""flour"", ""butter"", ""sour cream""]"
Dutch Fried Potatoes (Gebakken Aardappelen),"[""6 small potatoes, boiled and refrigerated overnight"", ""2 tablespoons butter"", ""1 small onion, diced"", ""4 slices thick cut bacon, diced""]","[""Cut potatoes into thick slices. Heat the butter in a pan and fry the diced bacon until fairly crispy. Remove bacon from the pan and set aside."", ""Place potato slices in the bacon grease, making sure the slices each touch the bottom of the skillet. (You will probably have to do this in batches.)"", ""Turn to low and slowly fry the potato slices until golden, then flip to the other side."", ""When potatoes are golden on both sides, remove to a plate and keep warm, then quickly saute the onions in the grease."", ""Add back the bacon and potato slices and carefully toss them together. Season with salt to taste. Serve hot.""]","[""potatoes"", ""butter"", ""onion"", ""bacon""]"
Bisque Cream Pie Shell,"[""1 (3 ounce) package cream cheese, softened"", ""1/2 cup butter, melted"", ""1 cup flour""]","[""Mix cream cheese, butter and flour."", ""Chill 20 minues."", ""Roll thin and shape in to 9 inch pie pan."", ""Bake at 375 degrees for 8-10 minutes.""]","[""cream cheese"", ""butter"", ""flour""]"
Nif'S Bread Crackers In A Pinch,"[""1 loaf bread, sliced (I used whole wheat)"", ""1/3 cup butter"", ""1 -2 garlic clove (depends on how garlicky you like things!)""]","[""Preheat oven to 400\u00b0F Line a cookie sheet with a silicone pad, parchment paper or tin foil."", ""With a cookie cutter, cut out shapes from your slices of bread. You can use whatever shape but I used a smaller circle and they turned out great."", ""Pick up the cutouts and press them flat with your fingers, making them very thin like a cracker."", ""Crush the garlic clove(s) with the side of a large knife and add to butter. Melt in the microwave and the garlic will infuse the butter as it heats up. Brush each \""cracker\"" with garlic butter and place on the cookie sheet."", ""Place in oven and turn over after 5 minutes. Bake for another 5 minutes. Keep an eye on them in case your oven cooks hotter than mine."", ""Top with preferred toppings.""]","[""bread"", ""butter"", ""garlic""]"
Cheese Onion Soup,"[""1 onion, chopped"", ""4 ounces cheddar cheese"", ""1/2 tablespoon mustard"", ""550 ml milk"", ""1 tablespoon plain flour"", ""butter""]","[""Cook the onion in a pan with a small bit of butter until soft. Stir in the flour to create almost a roux for a minute or so."", ""Stir in the milk, a little at a time, and then bring up to boiling point. Add the remaining ingredients and wait until the cheese has hit melting point. Taste and season accordingly, serve warm with bread."", ""(I only need to add pepper).""]","[""onion"", ""cheddar cheese"", ""mustard"", ""milk"", ""flour"", ""butter""]"
Quick Cheese Canapes,"[""2 cups flour"", ""1/2 lb butter"", ""1/2 lb shredded sharp cheddar cheese""]","[""Mix ingredients well and chill for 1 hour."", ""Preheat oven to 350*."", ""Roll mixture into 1 inch balls and place on ungreased cookie sheet."", ""Bake for 10 minutes or until golden brown.""]","[""flour"", ""butter"", ""cheddar cheese""]"
Poached Chicken Breast  (Crock Pot),"[""6 boneless skinless chicken breasts"", ""14 1/2 ounces low sodium chicken broth (Campbells or homemade would be prefereble)"", ""garlic, chopped (optional)""]","[""Place the chicken in the slow cooker and pour over the broth. Cover and cook on LOW for 1-1/2 - 2 hours or until cooked. Let cool."", ""I chop the chicken and lay it flat in small freezer bags. By using this method, you can break off any amount of chicken that you need and it thaws out quicker. The chicken will keep frozen for 3 months."", ""Note: I would start checking to see if the chicken is cooked after 1-1/4 hours. (The original recipe stated 8 hours but taking it out after 6 the chicken was so overcooked, it cut into strings) Alot of the timing dedpends on the crockpot and/or size of chicken breast. Remember, the timing will change if you add/subtract the amount of chicken breast using. The success of this recipe depends on the chicken broth you are using. I use Major chicken broth concentrate -- Campbell chicken broth would work very well. Knoor's chicken cubes are way too salty and the color is not very appealing.""]","[""chicken breasts"", ""chicken broth"", ""garlic""]"
Sour Cream Rolls,"[""3/4 cup butter or 3/4 cup margarine, softened"", ""1 cup sour cream"", ""2 cups self-rising flour, sifted""]","[""Preheat oven to 350 degrees."", ""Mix all ingredients well."", ""Put into ungreased muffin pans."", ""Bake for 20 minutes."", ""Dough will also keep well in the refrigerator for about a week.""]","[""butter"", ""sour cream"", ""flour""]"
Sweet And Spicy Sauce,"[""2 tablespoons ketchup"", ""2 teaspoons soy sauce"", ""1 teaspoon hot sauce (Tabasco, Tapatio, Crystal, Louisiana, etc.)""]","[""Combine all ingredients."", ""Serve at room temperature.""]","[""ketchup"", ""soy sauce"", ""hot sauce""]"
Wegmans Bacon And Cheddar Burgers,"[""2 lbs 80% lean ground beef"", ""2 1/2 ounces hormel fully cooked bacon pieces"", ""4 ounces shredded sharp cheddar cheese""]","[""Mix all ingredients in a bowl until fully combined."", ""Form into patties. (We used our single-patty press set on 1/4\""-inch thick for thick burgers like Wegmans)."", ""Grill until fully cooked.""]","[""ground beef"", ""bacon"", ""cheddar cheese""]"
Hot Turkey And Cheddar Cheese Sandwiches,"[""8 slices sourdough bread (or other desired bread)"", ""8 slices smoked turkey breast (could also be chipped)"", ""8 slices cheddar cheese"", ""butter or margarine""]","[""Place one piece of cheddar cheese on bottome piece of bread."", ""Place two pieces of sliced turkey (or desired amount of chipped turkey) on top of cheese."", ""Place second piece of cheese on top of meat."", ""Place second piece of bread on top."", ""Butter the top side and place that side down on George Foreman."", ""Butter what is now the top side and close the grill."", ""Grill until cheese is melted and bread is toasted.""]","[""bread"", ""turkey"", ""cheddar cheese"", ""butter""]"
Cheddar Cheese Cookies,"[""2 cups shredded sharp cheddar cheese"", ""1 1/4 cups flour"", ""1/2 cup butter, melted""]","[""Mix all ingredients together with your hand."", ""Make teaspoon size balls."", ""Place 2 inches apart on ungreased cookies sheet."", ""Refrigerate 1 hour."", ""Bake at 400\u00b0F 15-20 minutes until set.""]","[""cheddar cheese"", ""flour"", ""butter""]"
Crumbled Hamburger (Sloppy Joes),"[""1 lb ground beef"", ""1/2 cup onion, diced"", ""1 teaspoon dry mustard"", ""1/2 cup ketchup"", ""1/2 cup sour cream (reduced or fat free fine)""]","[""Brown hamburger with onion, until well cooked. DRAIN WELL."", ""Add in dry mustard, ketchup and sour cream and mix well. It should be a light orange color and taste equally between sour cream and ketchup - slightly tangy. If desired, you may add in more ketchup, sour cream or both."", ""Serve hot on rolls or over rice.""]","[""ground beef"", ""onion"", ""mustard"", ""ketchup"", ""sour cream""]"
Mystery Rolls,"[""1 cup self rising flour"", ""2 tablespoons mayonnaise"", ""2/3 cup milk""]","[""Mix all ingredients together to get a lumpy batter."", ""Spoon into greased muffin cups and bake at 425 degree F for about 12-15 minutes or until golden brown.""]","[""flour"", ""mayonnaise"", ""milk""]"
